Parent;Minutes;week;date;time_start;time_end;duration;listed_title;top_category;listed_location;listed_project_officer;detail_category;notes;id
Trump;30;13;30.01.2019;1899-12-30 11:00:00;30.12.1899 11:30:00;30.12.1899 00:30:00;Meeting with the chief of staff;meeting;Oval office;;cos_meeting;;537
Trump;30;13;30.01.2019;1899-12-30 11:30:00;30.12.1899 12:00:00;30.12.1899 00:30:00;Intelligence briefing;meeting;Oval office;Ambassador John Bolton;intel_briefing;;538
Trump;30;13;30.01.2019;1899-12-30 12:00:00;30.12.1899 12:30:00;30.12.1899 00:30:00;Executive time;executive_time;Oval office;;executive_time;;539
Trump;60;13;30.01.2019;1899-12-30 12:30:00;30.12.1899 13:30:00;30.12.1899 01:00:00;Lunch;lunch;The White House;;solo_lunch;;540
Trump;15;13;30.01.2019;1899-12-30 13:30:00;30.12.1899 13:45:00;30.12.1899 00:15:00;Executive time;executive_time;Oval office;;executive_time;;541
Trump;15;13;30.01.2019;1899-12-30 13:45:00;30.12.1899 14:00:00;30.12.1899 00:15:00;White House military office departure photos;event;Oval office;White House military office;departure_photos;;542
Trump;15;13;30.01.2019;1899-12-30 14:00:00;30.12.1899 14:15:00;30.12.1899 00:15:00;Executive time;executive_time;Oval office;;executive_time;;543
Trump;45;13;30.01.2019;1899-12-30 14:15:00;30.12.1899 15:00:00;30.12.1899 00:45:00;Policy time;meeting;White House situation room;Christopher Liddell;policy_time;;544
Trump;60;13;30.01.2019;1899-12-30 15:00:00;30.12.1899 16:00:00;30.12.1899 01:00:00;Executive time;executive_time;Oval office;;executive_time;;545
Trump;15;13;30.01.2019;1899-12-30 16:00:00;30.12.1899 16:15:00;30.12.1899 00:15:00;Meeting with presidential personnel;meeting;Oval office;John DeStefano;personnel_meeting;;546
Trump;15;13;30.01.2019;1899-12-30 16:15:00;30.12.1899 16:30:00;30.12.1899 00:15:00;Executive time;executive_time;Oval office;;executive_time;;547
Trump;30;13;30.01.2019;1899-12-30 16:30:00;30.12.1899 17:00:00;30.12.1899 00:30:00;Media engagement;event;Oval office;Sarah Sanders;media_engagement;;548
Trump;180;13;31.01.2019;1899-12-30 08:00:00;30.12.1899 11:00:00;30.12.1899 03:00:00;Executive time;executive_time;Oval office;;executive_time;;549
Trump;30;13;31.01.2019;1899-12-30 11:00:00;30.12.1899 11:30:00;30.12.1899 00:30:00;Meeting with the chief of staff;meeting;Oval office;;cos_meeting;;550
Trump;15;13;31.01.2019;1899-12-30 11:30:00;30.12.1899 11:45:00;30.12.1899 00:15:00;Executive time;executive_time;Oval office;;executive_time;;551
Trump;15;13;31.01.2019;1899-12-30 11:45:00;30.12.1899 12:00:00;30.12.1899 00:15:00;Meeting with American manufacturers and signing of an executive order to strengthen buy American preferences;event;Oval office;Peter Navarro, Derek Lyons;meeting_exec_order_signing;;552
Trump;15;13;31.01.2019;1899-12-30 12:00:00;30.12.1899 12:15:00;30.12.1899 00:15:00;Executive time;executive_time;Oval office;;executive_time;;553
Trump;15;13;31.01.2019;1899-12-30 12:15:00;30.12.1899 12:30:00;30.12.1899 00:15:00;Video recording session;meeting;Oval office;Mercedes Schlapp;video_recording_session;;554
Trump;60;13;31.01.2019;1899-12-30 12:30:00;30.12.1899 13:30:00;30.12.1899 01:00:00;Lunch;lunch;Private dining room;;solo_lunch;;555
Trump;15;13;31.01.2019;1899-12-30 13:30:00;30.12.1899 13:45:00;30.12.1899 00:15:00;Meeting with the White House staff secretary;meeting;Oval office;Derek Lyons;wh_staff_sec_meeting;;556
Trump;30;13;31.01.2019;1899-12-30 13:45:00;30.12.1899 14:15:00;30.12.1899 00:30:00;Executive time;executive_time;Oval office;;executive_time;;557
Trump;30;13;31.01.2019;1899-12-30 14:15:00;30.12.1899 14:45:00;30.12.1899 00:30:00;Intelligence briefing;meeting;Oval office;Ambassador John Bolton;intel_briefing;;558
Trump;15;13;31.01.2019;1899-12-30 14:45:00;30.12.1899 15:00:00;30.12.1899 00:15:00;Executive time;meeting;Oval office;;executive_time;;559
Trump;30;13;31.01.2019;1899-12-30 15:00:00;30.12.1899 15:30:00;30.12.1899 00:30:00;Pre-brief;meeting;Oval office;Larry Kudlow;pre_brief;;560
Trump;30;13;31.01.2019;1899-12-30 15:30:00;30.12.1899 16:00:00;30.12.1899 00:30:00;Meeting with the vice premier of the people's republican of China;meeting;Oval office;Larry Kudlow;china_meeting;;561
Trump;30;13;31.01.2019;1899-12-30 16:00:00;30.12.1899 16:30:00;30.12.1899 00:30:00;Executive time;executive_time;Oval office;;executive_time;;562
Trump;30;13;31.01.2019;1899-12-30 16:30:00;30.12.1899 17:00:00;30.12.1899 00:30:00;Media engagement;event;Oval office;Sarah Sanders;media_engagement;;563
Trump;180;13;01.02.2019;1899-12-30 08:00:00;30.12.1899 11:00:00;30.12.1899 03:00:00;Executive time;executive_time;Oval office;;executive_time;;564
Trump;30;13;01.02.2019;1899-12-30 11:00:00;30.12.1899 11:30:00;30.12.1899 00:30:00;Meeting with the chief of staff;meeting;Oval office;;cos_meeting;;565
Trump;15;13;01.02.2019;1899-12-30 11:30:00;30.12.1899 11:45:00;30.12.1899 00:15:00;Executive time;executive_time;Oval office;;executive_time;;566
Trump;30;13;01.02.2019;1899-12-30 11:45:00;30.12.1899 12:15:00;30.12.1899 00:30:00;Fighting human trafficking on the southern border;meeting;Cabinet Room;Mercedes Schlapp;border_meeting;;567
Trump;15;13;01.02.2019;1899-12-30 12:15:00;30.12.1899 12:30:00;30.12.1899 00:15:00;Executive time;executive_time;Oval office;;executive_time;;568
Trump;60;13;01.02.2019;1899-12-30 12:30:00;30.12.1899 13:30:00;30.12.1899 01:00:00;Lunch with the secretary of state;lunch;Private Dining room;William McGinley;sec_state_lunch;;569
Trump;15;13;01.02.2019;1899-12-30 13:30:00;30.12.1899 13:45:00;30.12.1899 00:15:00;Executive time;executive_time;Oval office;;executive_time;;570
Trump;60;13;01.02.2019;1899-12-30 13:45:00;30.12.1899 14:45:00;30.12.1899 01:00:00;Pre-brief;meeting;Oval office;Sarah Sanders;pre_brief;;571
Trump;15;13;01.02.2019;1899-12-30 14:45:00;30.12.1899 15:00:00;30.12.1899 00:15:00;Executive time;executive_time;Oval office;;executive_time;;572
Trump;30;13;01.02.2019;1899-12-30 15:00:00;30.12.1899 15:30:00;30.12.1899 00:30:00;Media engagement;event;Diplomatic Room;Sarah Sanders;media_engagement;;573
Trump;30;13;01.02.2019;1899-12-30 15:30:00;30.12.1899 16:00:00;30.12.1899 00:30:00;Executive time;executive_time;Oval office;;executive_time;;574
Trump;10;13;01.02.2019;1899-12-30 16:00:00;30.12.1899 16:10:00;30.12.1899 00:10:00;Depart the White House en route Joint Base Andrews;travel;;;domestic_travel;The First Lady will travel;575
Trump;135;13;01.02.2019;1899-12-30 16:20:00;30.12.1899 18:35:00;30.12.1899 02:15:00;Depart Washington, DC en route Palm Beach, FL;travel;;;domestic_travel;;576
Trump;10;13;01.02.2019;1899-12-30 18:45:00;30.12.1899 18:55:00;30.12.1899 00:10:00;Depart Palm Beach International Airport en route Mar-a-Lago;travel;;;domestic_travel;;577
